identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19450318-0,Sunday,18-MAR-1945,-,A1, En route (ENR),"51 km (31.9 mls) NE of Cold Bay-Fort Randall, AK",United States of America,6,3, Damaged beyond repair,-,Douglas C-47A-35-DL (DC-3),2,Pratt & Whitney R-1830-92,1943,-,-, 42-23867, 9729,USAAF,Military,-,Anchorage-Elmendorf AFB,EDF,PAED,United States of America,Adak-Davis Army Airfield,ADK,PADK,United States of America,4,2,1,2,-,-,-
19450319-0,Monday,19-MAR-1945,14:17,A1, En route (ENR),"6,5 km (4.1 mls) off  Rock Harbor, FL",United States of America,5,5, Damaged beyond repair,-,Douglas C-54A-15-DC (DC-4),-,-,1944,-,-, 42-72264, 10369,USAAF,Military,-,Homestead AAF,HST,KHST,United States of America,Homestead AAF,HST,KHST,United States of America,5,0,5,0,-,-,-
19450319-1,Monday,19-MAR-1945,-,A1, Unknown (UNK),near Pachung,China,-,-, Missing, Presumed damaged beyond repair,Douglas C-47B-10-DK (DC-3),2,Pratt & Whitney R-1830-90C,1944,-,-, 43-49234, 26495/15050,USAAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19450319-10,Monday,19-MAR-1945,-,A1, Unknown (UNK),"Kyaukpyu, Ramree Islands",Myanmar,-,-, Damaged beyond repair,-,Douglas Dakota IV (DC-3),2,Pratt & Whitney R-1830-90C,1944,-,-, KK203, 26981/15536,RAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19450319-2,Monday,19-MAR-1945,-,A1, En route (ENR),48 km (30 mls) SW of Shingbwiyang,Myanmar,-,-, Damaged beyond repair,-,Curtiss C-46A-30-CU Commando,2,Pratt & Whitney R-2800-51,1943,-,-, 41-24746, 26667,USAAF,Military,-,-,-,-,-,Kunming-Wujiaba Airfield,KMG,ZPPP,China,-,-,-,-,-,-,-
19450319-3,Monday,19-MAR-1945,-,A1, Unknown (UNK),24 km (15 mls) W of Yunglung,China,-,-, Damaged beyond repair,-,Curtiss C-46A-55-CK Commando,2,Pratt & Whitney R-2800-51,1944,-,-, 43-47114, 185,USAAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19450319-4,Monday,19-MAR-1945,-,A1, Takeoff (TOF),Chittagong Airfield (CGP),Bangladesh,-,-, Damaged beyond repair,-,Curtiss C-46D-5-CU Commando,-,-,1944,-,-, 42-101190, 30645,USAAF,Military,-,Chittagong-Patenga Airport,CGP,VGEG,Bangladesh,-,-,-,-,-,-,-,-,-,-,-
19450319-5,Monday,19-MAR-1945,-,A1, En route (ENR),at an unknown location,Pacific Ocean,17,17, Missing, Presumed damaged beyond repair,Douglas R4D-6 (DC-3),-,-,1944,-,-, 50770, 26325/14880,US Navy,Military,-,Pitu/Morotai Island Airport,OTI,WAMR,Indonesia,-,-,-,-,-,-,-,-,-,-,-
19450319-6,Monday,19-MAR-1945,-,A1, Landing (LDG),Kurmitola,Bangladesh,-,-, Damaged beyond repair,-,Consolidated C-109 Liberator Express,-,-,-,-,-, 42-51784, 3315,USAAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19450319-7,Monday,19-MAR-1945,-,A1, En route (ENR),"200 km (125 mls) S off  Port Moresby, Papua New Guinea",Pacific Ocean,28,0, Damaged beyond repair,-,Douglas Dakota IV (DC-3),2,Pratt & Whitney R-1830-90C,1945,-,-, KN343, 32659/15911,RAF,Military,-,Port Moresby-Jackson Field,POM,AYPY,Papua New Guinea,Townsville-Garbutt Airfield,TSV,YBTL,Australia,4,24,0,0,-,-,-
